IndustryCode,InternalRating,LoanAmount,OutstandingBalance,OriginationDate,MaturityDate,CreditFacilityType,AML_Flag,FraudRiskScore,KYC_ComplianceScore,SanctionsCheckFlag,ExposureLimitBreached,FlaggedReason,RemediationAction
2,2,2125711,1774400,2020-11-28,2031-12-14,1,0,7,92,0,0,5,4
4,4,2206440,591805,2021-03-04,2034-01-14,2,0,6,65,0,0,5,4
5,7,4719477,2832845,2021-09-03,2025-10-29,2,0,8,73,0,0,5,4
0,6,9236991,5417296,2022-09-21,2027-07-24,1,0,5,69,1,0,5,4
4,3,7720475,3782708,2023-06-27,2032-01-27,2,0,4,94,0,0,5,4
3,0,4756415,1396989,2020-03-29,2032-02-24,0,0,10,53,0,0,5,4
0,7,6603806,1459294,2024-03-17,2034-10-07,1,0,7,88,0,0,3,2
0,1,7025055,4724961,2024-11-06,2033-12-08,0,0,3,84,0,1,5,4
2,4,7210709,6143732,2020-08-12,2025-10-12,0,0,7,74,0,0,5,4
1,5,4941703,1175860,2024-11-30,2026-03-08,1,0,1,89,0,0,4,2
5,2,8376428,1447422,2023-03-27,2030-03-02,0,0,8,67,0,1,2,2
3,7,4246376,2983481,2024-09-19,2031-04-19,1,0,0,51,0,1,5,4
2,4,5608641,266375,2023-03-13,2027-10-17,3,0,8,91,0,1,5,4
0,0,4076452,3865024,2023-08-29,2032-08-23,2,0,5,68,0,0,5,4
3,1,9633912,135970,2022-05-24,2033-05-30,1,0,2,92,0,0,5,4
0,4,9975455,3665225,2022-08-19,2030-07-01,2,0,9,51,0,0,5,4
4,4,6821607,463298,2020-05-19,2027-06-27,1,1,7,57,0,0,5,4
0,3,3362941,3293494,2024-05-06,2033-07-03,3,0,2,84,1,0,5,4
2,3,7390355,1891103,2021-05-16,2025-06-21,1,0,5,88,0,0,5,4
0,0,7134415,1396482,2023-12-09,2029-06-07,0,0,3,65,0,0,5,4
3,5,5194372,1332786,2021-03-27,2029-08-29,2,0,7,68,0,0,5,4
4,6,5368451,1417050,2024-06-30,2027-07-01,1,0,2,100,0,0,5,4
3,0,4461732,1854458,2022-08-02,2034-10-04,3,0,4,90,0,0,4,2
3,5,1329414,45448,2024-04-30,2029-02-02,3,0,3,85,0,0,5,4
1,1,7906247,7262040,2020-07-11,2035-03-21,3,1,3,100,0,0,4,2
4,2,3560273,2054638,2021-05-30,2034-12-23,0,0,1,57,0,0,5,4
1,3,3721420,3057787,2021-04-26,2027-10-18,2,0,5,79,0,0,1,2
1,0,8378774,356864,2024-05-16,2027-12-10,2,0,6,62,0,1,5,4
4,3,471389,441885,2021-04-28,2028-02-29,0,0,7,59,0,0,5,4
0,1,8348358,687717,2022-05-26,2028-02-13,1,0,6,80,0,0,5,4
3,4,2785804,2494899,2024-02-18,2031-08-28,2,1,7,55,0,0,5,4
4,3,709140,676236,2020-09-12,2027-03-25,2,0,0,98,0,0,0,0
5,7,2493546,1893666,2023-01-21,2026-11-23,3,0,7,87,0,0,5,4
4,1,1230270,570364,2024-06-20,2030-05-08,1,0,4,57,0,0,5,4
0,4,495247,303885,2022-07-28,2032-10-20,2,1,4,97,0,0,5,4
2,2,1578077,613473,2021-01-10,2032-11-09,2,0,10,86,0,0,5,4
3,7,7013881,6918341,2020-04-26,2027-12-23,1,0,5,60,0,0,4,1
2,6,2695957,2070785,2021-07-20,2026-06-05,3,0,9,72,0,0,5,4
1,5,2081978,1786553,2021-07-20,2029-03-13,0,0,10,80,0,0,5,4
1,6,1335904,889838,2024-05-06,2026-05-28,0,0,5,62,0,0,5,4
2,4,8353746,7520157,2021-01-07,2025-03-26,2,1,4,67,0,0,4,2
2,3,2441197,2393632,2023-08-07,2029-05-20,3,0,2,86,0,0,5,4
4,3,1669100,965969,2021-11-01,2030-10-06,2,0,1,59,0,0,5,4
0,7,5901759,2655979,2021-01-05,2027-12-23,0,0,10,52,0,0,5,4
4,2,8959746,1112186,2020-10-05,2027-07-26,2,0,6,51,0,0,3,1
2,1,1390072,87750,2022-06-20,2030-11-18,3,0,2,55,0,0,2,1
3,1,7869021,2098339,2022-09-29,2026-08-18,0,1,7,81,0,0,5,4
5,1,7803612,7060916,2023-03-19,2025-09-19,2,0,1,52,0,0,5,4
1,4,8843787,4214701,2021-04-21,2029-03-18,1,0,6,64,0,0,5,4
5,3,6408228,921164,2023-05-20,2032-01-07,3,1,5,80,0,0,5,4
0,6,468966,179044,2021-08-23,2035-02-28,1,0,3,71,0,0,5,4
0,7,8970292,4466570,2024-07-08,2030-08-11,3,1,0,98,0,0,5,4
0,4,3791451,368357,2022-05-06,2030-04-20,2,0,10,86,0,0,3,0
0,5,6391319,2195743,2022-02-17,2029-01-12,0,0,4,60,0,0,5,4
2,5,5901143,1577421,2024-05-27,2035-02-02,1,0,3,85,0,0,5,4
5,1,2536758,1695696,2020-12-04,2028-04-14,3,0,4,88,0,0,0,2
4,1,593767,81763,2024-12-18,2032-11-09,3,0,8,57,0,0,5,4
0,6,2633171,1682057,2022-06-03,2030-07-08,0,0,5,77,0,0,4,2
0,7,9450041,9252951,2020-09-12,2025-05-24,1,0,9,96,0,0,0,2
5,2,550084,354342,2022-02-16,2025-07-12,0,0,3,55,0,0,1,2
4,0,5194709,3125157,2021-10-21,2031-01-01,2,0,6,90,0,0,0,0
4,5,7322865,6473577,2021-03-28,2031-05-21,0,0,10,76,0,0,5,4
1,3,5488960,1028765,2022-04-25,2028-06-06,2,0,7,99,0,0,5,4
3,5,8321170,3790834,2024-11-09,2033-05-26,3,0,9,100,0,0,5,4
3,5,8289150,345494,2023-01-31,2031-11-21,1,0,3,95,0,0,5,4
2,0,735681,298542,2020-11-13,2026-01-29,0,0,0,77,0,0,5,4
1,4,4824010,4687038,2025-02-10,2031-11-25,2,0,3,77,0,0,5,4
1,0,2862842,1918452,2021-10-22,2031-12-16,0,0,6,69,0,0,5,4
5,4,8972476,7910229,2024-05-14,2032-07-07,0,0,9,67,0,0,5,4
0,5,673345,569284,2022-11-01,2032-07-29,2,0,9,72,0,0,5,4
5,5,7718194,1528458,2024-05-15,2033-04-03,2,0,6,78,1,0,0,1
2,7,1626482,365616,2024-09-20,2027-09-26,2,0,1,55,0,1,5,4
3,5,9463500,3873949,2022-09-10,2033-06-19,2,0,3,84,0,0,2,0
1,3,7857145,4826362,2020-11-28,2033-06-12,3,0,2,100,0,0,2,2
2,6,9131357,655553,2024-10-07,2027-01-12,0,0,9,98,0,0,2,2
3,6,8391573,1182616,2020-09-17,2030-02-18,1,1,7,89,0,0,1,0
4,4,8662799,4471099,2020-04-22,2028-03-21,1,0,5,84,0,1,5,4
5,1,4008386,79247,2020-09-06,2028-01-26,1,0,7,76,0,0,5,4
1,5,4734050,4094597,2020-04-16,2033-07-09,0,0,0,83,0,0,5,4
3,0,1169656,1100538,2022-12-08,2028-03-14,0,0,7,50,0,0,1,0
4,4,5515780,5487294,2021-02-18,2025-12-11,2,0,6,56,0,0,5,4
5,2,5654322,2366297,2023-05-19,2033-01-01,1,0,5,79,0,0,5,4
5,1,3707079,2151448,2023-01-03,2026-06-29,0,0,6,58,0,1,5,4
4,2,2275542,512308,2024-01-31,2026-03-17,2,0,8,69,0,0,5,4
2,1,9456280,8298105,2024-05-16,2034-03-27,0,1,7,65,0,0,5,4
2,1,6815874,3103955,2023-04-12,2032-02-16,0,1,8,100,0,0,1,0
3,6,1349235,15559,2020-04-15,2034-01-20,0,0,8,95,0,0,4,0
3,2,9449159,2712706,2024-06-16,2031-05-27,0,0,2,70,0,0,5,4
2,2,199293,121570,2024-01-27,2026-11-16,3,0,1,85,0,0,5,4
0,2,3522005,2045129,2024-12-14,2030-08-31,2,0,3,77,0,0,2,2
1,5,7189900,444156,2021-05-25,2029-09-13,3,1,3,89,0,0,5,4
0,2,5862540,2011431,2022-11-05,2025-06-01,3,0,9,79,0,0,5,4
5,0,2695908,2065652,2024-05-13,2033-03-18,3,0,2,68,0,0,5,4
4,6,2479955,1383023,2021-09-23,2028-06-19,2,0,10,99,0,0,5,4
1,7,1368216,516500,2022-07-27,2026-08-27,1,0,8,63,1,0,2,3
4,6,497329,363114,2022-10-13,2026-02-19,1,1,9,91,0,0,5,4
1,5,3017392,2843938,2021-11-30,2025-11-24,1,0,8,54,0,0,1,0
4,6,5953527,3711954,2021-08-25,2025-12-27,0,0,2,77,0,0,1,3
2,2,7626123,2746130,2021-01-15,2030-12-11,1,0,7,87,0,0,3,2
4,6,548107,501936,2024-03-25,2026-11-24,1,0,8,74,0,0,4,0
1,6,6630291,5370961,2024-10-02,2031-12-09,0,0,9,60,0,0,5,4
0,5,221169,133041,2021-11-03,2030-06-03,3,0,6,99,0,1,3,0
3,2,4816765,4081530,2024-07-31,2028-10-21,3,0,4,97,0,0,1,3
5,2,3399300,2976633,2025-01-02,2034-05-09,1,1,10,93,0,0,5,4
4,3,4398804,2720359,2022-03-03,2029-03-26,0,0,2,63,0,0,5,4
3,3,1011666,296386,2021-12-25,2035-02-23,1,0,2,87,0,0,5,4
2,4,6677369,741034,2020-12-25,2032-07-29,1,0,5,69,0,0,1,0
4,5,4976204,2902375,2023-08-08,2026-09-21,1,0,8,74,0,0,5,4
0,6,4551048,149154,2024-11-27,2027-11-27,2,0,5,50,0,1,5,4
0,7,2610701,1983199,2024-12-15,2026-09-26,1,0,10,91,0,0,2,0
3,1,4997001,1594380,2024-03-21,2032-06-22,0,0,2,93,0,0,5,4
1,2,393401,64582,2024-04-24,2031-07-31,0,0,6,62,0,0,5,4
5,3,3377148,2560027,2020-06-02,2032-04-16,0,0,0,71,0,0,5,4
3,0,1782720,1683647,2022-04-02,2029-12-15,1,0,2,77,0,0,5,4
0,6,7759272,5728525,2024-04-16,2028-08-27,0,0,5,70,0,0,5,4
4,2,5440034,3871853,2021-10-05,2028-12-20,2,0,2,56,0,0,2,0
3,4,5122144,620238,2024-01-07,2031-09-26,3,0,1,86,0,0,5,4
3,4,55391,40777,2024-10-10,2035-02-11,2,0,10,79,0,0,3,1
5,6,7502699,6218950,2023-10-14,2031-05-27,3,0,7,58,0,0,5,4
0,1,2226568,743140,2025-01-03,2029-09-09,2,0,9,79,0,0,5,4
0,1,3034843,128442,2024-12-08,2034-02-05,2,0,3,96,0,0,5,4
0,1,947038,688939,2023-07-17,2025-10-07,1,0,1,53,0,1,5,4
0,4,1080802,328910,2023-11-27,2033-10-17,1,0,8,61,0,0,2,2
1,4,2180478,2098826,2023-08-27,2029-07-12,0,0,1,66,0,0,5,4
3,6,7774949,1010018,2022-02-10,2033-05-20,0,0,4,87,0,0,0,0
1,5,1860360,1099625,2023-06-01,2034-01-07,1,0,8,80,0,0,3,0
1,4,137186,131633,2023-10-05,2028-11-19,1,0,0,72,0,0,5,4
1,4,1464582,513965,2022-05-30,2029-05-13,0,1,6,64,0,0,5,4
4,0,8968941,3151024,2021-09-23,2030-01-01,3,0,9,67,0,1,5,4
2,4,4175047,751512,2021-08-22,2028-06-01,3,1,2,83,0,0,5,4
0,7,7310371,4994250,2022-03-24,2032-07-06,3,0,0,72,0,1,0,3
0,2,9736697,6959894,2024-02-08,2032-10-01,2,1,9,72,0,1,0,1
1,6,5385392,2481929,2022-09-26,2032-09-11,3,0,2,74,0,0,5,4
5,7,145511,109025,2023-09-25,2032-10-04,2,0,9,74,0,0,5,4
3,0,3062065,1859349,2025-02-22,2033-09-20,1,0,5,70,0,0,5,4
4,2,2540002,436328,2022-04-24,2025-04-02,1,1,1,60,0,0,1,1
5,1,9991319,3546269,2020-12-30,2034-06-13,1,0,1,98,0,0,1,0
4,2,2994967,1193811,2024-03-21,2034-11-22,3,0,2,66,0,0,5,4
2,6,4045799,2828399,2024-09-20,2026-10-15,1,0,0,77,0,0,0,2
0,4,2600823,1782854,2021-04-29,2032-11-19,3,0,4,57,0,0,3,0
5,5,8839611,8644101,2022-09-22,2028-01-28,3,0,10,94,0,0,5,4
0,5,9137386,2243311,2024-02-19,2025-08-05,0,0,0,87,0,0,5,4
4,3,2555566,956290,2021-12-09,2033-01-12,2,0,5,51,0,0,5,4
2,1,5086745,149311,2020-10-17,2035-02-19,1,0,1,83,0,0,5,4
2,5,5378556,3359791,2022-06-04,2028-08-09,0,0,7,90,0,0,5,4
4,4,2786110,2493227,2024-04-23,2029-08-28,1,0,5,78,0,0,5,4
1,1,1411742,856086,2023-06-08,2026-09-15,1,0,3,89,0,0,5,4
1,4,5775662,3222813,2024-11-04,2031-11-30,2,0,5,59,0,0,5,4
2,0,5954704,180590,2020-10-10,2030-05-05,3,0,1,60,0,0,5,4
0,7,5211520,5136870,2024-11-13,2034-12-29,1,0,0,81,0,0,5,4
5,1,6899925,5481570,2021-06-27,2026-05-25,2,0,3,80,0,0,5,4
1,7,8056346,6984966,2021-01-14,2026-07-15,2,1,8,54,0,0,5,4
5,7,3400215,1696461,2022-12-12,2032-10-20,2,0,2,65,0,0,5,4
1,2,8759427,3027758,2023-02-23,2030-08-07,0,1,10,55,1,0,5,4
4,3,1118448,974541,2022-05-06,2031-09-16,3,0,6,87,0,0,5,4
5,3,532535,265574,2023-11-27,2033-11-09,2,0,10,86,0,0,3,2
5,3,9960901,446767,2025-03-20,2033-09-20,0,0,9,57,0,0,4,1
0,7,9257721,933904,2022-03-05,2032-10-17,1,1,10,72,1,0,5,4
3,7,3973436,89966,2023-08-03,2031-08-21,3,0,4,96,0,0,1,2
1,4,7840406,2300422,2022-02-27,2028-09-01,2,0,9,65,0,0,5,4
2,5,3459749,1690572,2024-08-05,2034-07-05,0,0,0,98,0,0,0,1
0,3,8219467,2642240,2022-06-21,2029-06-23,3,1,2,75,0,0,5,4
2,5,339670,60687,2021-05-22,2026-01-20,3,0,7,73,0,0,5,4
2,6,4142142,2675874,2020-06-09,2034-03-03,0,0,0,76,0,1,4,3
0,3,4994311,2988971,2022-03-27,2025-08-14,0,0,3,76,1,0,5,4
3,0,9957484,4903073,2022-06-06,2031-07-18,3,0,10,80,0,0,1,2
2,7,2634818,2504061,2023-08-21,2032-12-05,3,0,7,72,0,1,3,2
0,7,5426375,2481178,2025-01-13,2032-06-19,3,0,10,98,0,0,5,4
5,2,7813035,3342273,2024-09-29,2032-05-17,3,0,3,93,0,0,5,4
3,0,3496274,425764,2023-04-09,2034-01-20,1,0,5,84,0,1,5,4
2,7,8719242,2907368,2021-06-03,2027-04-25,3,1,5,63,0,0,2,0
5,0,5736850,89673,2024-07-27,2028-02-28,2,0,0,53,0,0,5,4
0,3,3177655,2533005,2023-08-12,2034-08-12,2,0,0,95,0,0,5,4
0,0,6992536,2253858,2022-04-18,2033-11-15,2,0,6,79,0,0,5,4
4,7,9839446,2387625,2023-03-20,2028-04-28,0,0,9,61,1,0,5,4
4,2,5201317,1539523,2024-01-25,2032-10-20,1,0,0,92,0,0,5,4
5,6,8379396,6478225,2024-12-27,2029-10-14,3,0,5,50,0,1,1,2
5,6,5628586,4335259,2024-03-14,2033-07-11,1,0,3,58,0,0,3,0
1,3,3284067,736486,2024-09-20,2032-06-20,0,0,7,77,0,0,5,4
4,7,4877730,1774150,2023-05-10,2034-02-14,3,0,7,59,0,0,5,4
1,5,9527676,5433430,2023-09-10,2034-12-07,3,0,0,98,0,1,2,0
0,7,7939717,6958782,2021-10-13,2028-06-19,3,0,4,90,0,0,5,4
5,4,828920,817389,2020-04-21,2027-11-17,0,1,1,62,0,0,5,4
1,3,9182075,3563983,2020-04-13,2028-03-01,1,0,4,77,0,0,5,4
5,5,7323717,4516735,2022-08-05,2034-08-05,0,0,3,77,0,0,5,4
3,4,8752635,6240703,2021-05-04,2028-09-12,0,0,1,80,0,0,5,4
1,5,6294353,5071144,2024-07-05,2033-10-07,3,0,4,93,0,1,0,3
0,6,9071902,2996613,2020-11-25,2030-07-23,2,0,0,81,0,0,5,4
4,5,2063078,1633927,2020-07-15,2034-11-15,1,0,6,73,0,0,0,2
3,2,9585303,2549761,2020-04-26,2029-08-03,0,0,10,65,0,0,5,4
3,5,7823059,5928994,2020-10-25,2031-04-22,3,0,5,95,0,0,5,4
4,1,1243400,922393,2021-10-12,2031-10-10,0,0,4,76,0,0,5,4
3,4,1219666,1079058,2024-07-01,2028-01-25,2,0,2,90,0,0,5,4
4,0,5959461,935231,2022-06-06,2034-05-16,0,0,8,86,0,0,5,4
5,6,8331587,4594985,2022-08-23,2033-11-23,3,0,2,100,0,0,1,3
1,3,4486117,1121138,2023-03-17,2032-02-05,3,0,4,77,0,0,5,4
2,5,1371679,1042619,2023-05-18,2029-03-23,2,1,4,84,1,0,3,2
2,3,2648593,473170,2022-02-15,2027-06-17,2,0,1,59,0,0,5,4
5,6,1782804,742021,2022-04-29,2031-06-15,3,0,3,64,0,0,5,4
2,6,3452894,1755418,2020-04-26,2033-04-17,0,0,3,71,0,0,3,0
3,4,6692640,2982191,2020-05-24,2026-02-22,1,0,8,96,0,0,5,4
2,3,2987412,640496,2024-01-07,2031-07-10,3,0,6,100,0,1,5,4
2,2,5957693,78849,2021-01-10,2029-02-02,2,0,1,77,0,0,5,4
4,0,6958577,726634,2024-11-13,2034-12-08,3,0,7,95,0,0,5,4
4,5,5576419,1363152,2023-10-27,2028-05-08,2,1,4,87,0,0,5,4
4,1,4084898,2187332,2021-05-12,2033-04-30,2,0,0,86,0,1,5,4
2,5,5555457,2001613,2024-05-16,2033-09-01,2,0,5,80,0,1,5,4
4,4,8312485,2812696,2023-07-11,2033-04-09,3,0,5,85,0,0,5,4
1,0,9834517,9359027,2024-05-19,2029-10-06,1,0,7,89,0,1,3,2
5,7,9819858,2366520,2022-06-25,2032-04-23,3,0,1,87,0,0,5,4
0,6,882024,523569,2025-01-27,2031-06-09,3,0,4,53,0,0,5,4
2,4,1710250,1242407,2020-10-13,2028-07-30,3,0,8,72,0,0,0,2
2,2,9149260,2393618,2021-09-23,2033-12-21,1,0,5,81,0,0,5,4
5,7,2453241,1134665,2022-08-13,2033-05-13,1,0,3,53,0,0,5,4
5,4,5297896,4181436,2023-04-01,2028-08-05,2,0,8,74,0,0,5,4
0,3,6203605,3170342,2021-01-16,2025-07-29,2,0,4,90,0,0,5,4
2,4,2756322,611805,2021-06-10,2031-11-17,0,0,0,53,0,0,3,2
2,6,7208948,2333845,2024-11-27,2025-07-11,1,1,5,52,0,0,5,4
2,2,5045222,1717193,2023-01-14,2032-12-27,1,0,0,54,0,0,5,4
2,3,7913216,7774686,2020-04-06,2029-05-07,1,0,4,93,0,0,5,4
5,2,2467825,1325862,2022-11-01,2032-02-21,1,0,9,77,0,0,5,4
5,2,4177877,1178366,2023-03-16,2027-05-22,1,0,2,86,0,0,5,4
1,1,722426,213261,2023-08-21,2027-01-21,3,0,1,84,0,0,5,4
0,6,4933952,1334176,2024-12-06,2029-01-11,3,0,9,66,1,0,5,4
2,5,2992264,1243347,2025-01-20,2031-06-07,0,0,1,53,0,0,5,4
1,3,7892652,3692633,2024-12-13,2029-03-03,1,0,0,97,0,0,5,4
4,0,362054,174603,2023-12-09,2028-09-24,1,0,1,96,0,0,5,4
2,6,6670099,6137513,2021-05-30,2026-03-16,1,0,10,62,0,1,5,4
3,7,6808598,2657707,2020-08-07,2025-05-11,0,0,6,59,0,0,5,4
4,2,2677788,775895,2022-05-26,2028-05-28,3,1,10,100,0,0,1,2
0,0,4153035,3654078,2022-09-20,2026-11-08,3,0,5,58,0,0,5,4
5,0,827242,106984,2024-07-14,2030-12-09,1,0,4,60,0,0,1,3
2,2,8668073,7840054,2022-08-23,2025-08-06,2,0,5,74,0,0,5,4
5,7,56519,31786,2023-09-30,2028-09-07,2,0,9,97,0,0,5,4
0,1,3195771,919875,2023-02-15,2033-01-30,1,0,6,56,0,1,4,3
1,3,8343621,7605644,2021-11-24,2030-04-03,1,0,7,93,0,0,5,4
5,0,2751646,1770994,2020-07-23,2032-05-31,1,0,10,80,0,0,5,4
1,6,5353429,1936959,2021-03-23,2030-04-27,0,0,7,60,0,0,5,4
1,2,1797955,1173551,2021-01-12,2025-04-23,1,0,8,53,0,0,5,4
0,1,4179142,1137755,2024-10-19,2032-02-17,3,0,0,50,0,0,5,4
3,7,1725085,396388,2022-12-01,2028-10-27,0,0,10,63,0,0,5,4
4,1,6676111,545478,2024-04-12,2028-04-02,1,0,4,65,0,1,5,4
0,1,6553431,5116313,2022-09-29,2032-06-13,1,0,8,88,0,0,5,4
4,0,5514379,1992039,2021-08-03,2034-06-03,3,0,1,52,0,0,4,0
0,4,767803,364103,2021-11-28,2031-09-05,3,0,4,83,0,0,1,2
5,3,6060183,5934064,2023-12-26,2032-12-15,1,0,9,79,0,0,5,4
4,1,6474159,4421155,2023-10-02,2025-05-15,0,0,8,90,0,1,5,4
3,4,7570036,6777603,2020-07-07,2034-05-05,3,1,2,96,0,0,5,4
3,0,1970724,790664,2020-06-24,2025-09-01,3,0,7,66,0,0,5,4
2,2,4443357,3157205,2023-02-04,2030-11-03,1,0,7,98,0,0,5,4
4,5,449553,315324,2024-01-13,2033-07-10,3,0,8,78,0,0,0,3
4,5,7919604,5645308,2025-02-28,2030-05-14,2,0,7,80,0,0,5,4
2,0,5480345,1340933,2023-04-09,2026-09-26,1,0,10,53,0,0,5,4
5,1,900064,747853,2023-07-05,2025-09-18,1,0,7,75,1,0,5,4
4,1,7112172,2615668,2024-05-11,2028-11-03,0,0,10,69,0,0,1,0
2,4,9386067,7592098,2023-12-27,2030-07-01,0,0,0,64,1,0,3,1
3,7,1875221,1423454,2022-04-17,2030-11-17,3,0,7,100,0,0,5,4
1,4,8151279,1423127,2021-08-16,2031-12-29,0,0,2,61,0,0,4,1
4,6,1761291,80590,2023-04-14,2034-01-19,0,0,9,52,0,0,5,4
1,4,8352416,4235820,2023-09-05,2032-09-07,3,0,2,88,0,0,5,4
3,2,6243896,2482523,2023-03-11,2027-08-26,1,0,10,94,0,0,1,0
3,7,3014588,625270,2023-01-15,2033-11-04,1,1,8,73,1,1,5,4
1,4,9394790,2904373,2023-11-09,2033-01-04,2,0,1,93,0,1,5,4
4,7,2756966,2544928,2024-11-12,2032-07-22,1,1,4,63,0,1,5,4
5,0,5873293,5517635,2025-03-19,2027-05-22,2,0,0,57,0,0,4,2
4,4,4960247,1722181,2022-08-06,2028-08-19,0,0,2,67,0,0,5,4
3,6,840270,613727,2023-11-03,2032-08-13,3,0,10,62,0,0,5,4
5,1,9357387,3930460,2023-07-05,2032-12-26,0,0,3,64,0,1,5,4
5,2,430804,136995,2020-10-28,2030-10-03,1,0,7,97,0,0,1,2
0,3,2960530,2408812,2025-03-04,2026-04-12,2,0,5,81,0,0,3,2
5,7,9110828,7228566,2021-01-19,2034-10-23,1,0,1,71,0,0,5,4
3,5,1292342,1153543,2021-09-28,2025-12-18,1,0,1,60,0,0,5,4
3,2,8930276,991865,2023-01-14,2025-10-31,3,0,3,63,0,1,5,4
1,6,2470907,1840522,2020-10-05,2029-05-14,2,0,9,53,0,0,4,2
0,0,9706900,5836301,2021-12-03,2025-06-21,1,0,10,83,0,0,5,4
4,1,320904,224055,2022-12-03,2028-01-30,0,0,6,51,0,0,5,4
5,6,2094066,1263499,2020-09-01,2029-08-18,3,0,6,94,0,0,3,2
0,0,1221385,1096387,2024-02-01,2032-06-12,0,0,10,93,0,0,5,4
1,7,9339912,6563636,2023-02-17,2033-01-23,2,0,3,94,0,0,5,4
0,4,5044022,3508922,2023-07-23,2030-05-25,3,0,10,82,0,0,5,4
3,1,7504368,5761148,2023-06-05,2026-11-04,3,0,7,91,0,0,5,4
1,3,265758,246288,2020-08-10,2032-09-29,0,0,8,88,0,0,5,4
5,6,3104461,368739,2022-06-30,2027-08-21,2,0,5,88,0,0,1,3
5,5,1166153,646593,2021-09-04,2034-09-08,0,0,4,94,0,0,5,4
3,1,7587513,7511179,2020-05-22,2025-09-19,2,0,9,83,0,0,5,4
5,3,8926543,7284091,2024-11-07,2026-10-05,1,0,2,55,0,0,5,4
0,3,3382853,1089292,2022-12-29,2033-05-14,1,0,10,56,0,0,0,0
5,7,4695451,3192203,2022-05-28,2027-05-01,0,0,7,90,1,0,5,4
2,0,6379358,2743098,2023-04-01,2028-09-17,2,0,9,78,0,0,5,4
3,7,9311414,1259809,2024-07-10,2033-06-20,1,0,4,77,0,0,5,4
0,2,2587524,528020,2024-09-23,2028-07-04,2,0,7,74,0,0,5,4
4,2,7285722,4908069,2025-01-20,2034-06-24,2,1,2,64,0,0,5,4
2,3,6422033,3462374,2022-05-20,2033-12-20,0,0,8,61,0,0,5,4
0,6,4537261,2413437,2021-10-04,2032-03-17,2,0,3,77,0,0,5,4
0,3,4895803,669521,2022-10-05,2028-05-05,2,0,4,51,0,0,5,4
1,6,6867867,6314302,2025-02-28,2033-11-26,3,0,2,91,0,1,5,4
3,3,9989346,1511809,2023-07-11,2027-01-19,2,0,0,68,0,0,5,4
5,1,3305935,1718928,2024-12-23,2029-03-01,0,0,3,56,0,0,5,4
5,7,9296610,4098720,2020-08-08,2029-10-27,1,0,10,70,0,0,5,4
0,2,8306689,7454127,2021-02-19,2029-10-12,2,0,9,89,0,0,5,4
1,2,2340532,1682984,2023-01-25,2030-05-19,0,0,9,54,0,1,5,4
2,1,3096448,479426,2021-07-14,2026-12-02,3,0,2,93,0,0,5,4
3,3,8718613,6243925,2023-03-12,2030-01-19,0,0,0,96,0,0,3,0
5,3,6194016,4676653,2021-07-07,2028-02-08,3,0,6,96,0,1,1,0
0,3,2903880,457775,2020-04-18,2026-10-13,2,0,9,60,0,0,5,4
0,2,6533609,313396,2024-07-26,2030-06-07,3,0,10,98,0,0,5,4
1,3,3397583,2505100,2021-02-10,2026-08-28,0,0,4,98,0,1,5,4
4,5,7935034,7042597,2022-09-09,2031-04-09,0,1,8,73,0,0,5,4
1,6,7467402,3181057,2024-05-14,2031-03-24,1,0,4,51,0,0,5,4
4,4,8408482,5416017,2021-12-31,2035-02-20,0,1,0,97,0,0,5,4
4,3,9746331,3284491,2025-03-02,2027-12-17,3,0,2,53,0,0,5,4
0,1,2291141,1926781,2022-02-15,2025-11-03,1,0,7,67,0,0,5,4
0,3,1533768,161565,2021-05-19,2027-11-21,1,0,7,52,0,0,5,4
0,5,5930603,5347041,2022-06-06,2028-10-04,3,0,7,97,0,0,5,4
5,0,2597240,21943,2022-04-15,2028-08-23,3,0,9,56,0,0,0,3
1,6,9451767,2937224,2025-02-25,2030-06-15,2,0,10,95,0,1,5,4
2,3,1296974,241372,2020-11-03,2029-11-24,2,0,10,71,0,0,2,0
1,3,1769767,1331454,2025-02-15,2033-11-09,1,1,7,76,0,0,5,4
0,0,6002705,1355249,2024-04-29,2025-05-08,0,0,6,87,0,0,2,3
4,1,3080856,2127556,2020-05-16,2028-03-05,0,1,6,53,0,0,5,4
0,7,789238,254770,2025-02-28,2033-02-03,1,0,8,87,0,0,0,3
5,4,5245262,434542,2022-08-22,2029-12-30,2,0,2,52,0,0,3,0
2,4,2076962,200657,2023-04-13,2034-05-28,3,0,9,58,0,0,5,4
4,1,7757847,1221215,2024-03-13,2030-12-13,1,0,8,81,0,0,5,4
0,4,6937465,671773,2021-10-05,2033-03-15,0,0,0,59,0,1,0,1
5,0,5779087,4793248,2021-05-08,2032-04-15,1,0,3,95,0,0,4,0
5,1,7433562,3998914,2021-03-16,2025-08-20,3,0,4,75,0,0,2,3
5,1,4364456,4239448,2021-12-07,2025-04-22,3,0,3,71,0,0,5,4
4,4,9914177,6868237,2023-06-04,2034-02-08,2,0,2,62,0,0,0,3
3,6,1905447,1266337,2024-01-14,2031-10-18,2,1,6,100,0,0,3,1
3,0,4534852,1909682,2021-01-30,2028-10-15,3,0,8,86,0,0,0,1
1,5,4153697,1674813,2023-08-20,2033-06-19,0,1,10,87,0,0,1,1
1,0,7831110,7265243,2023-11-29,2029-05-07,2,0,3,61,0,0,0,1
